lon,lat,address,city_contribution
5.9205217,52.9605613,"Heerenveen, Netherlands",701000
5.9210299,45.6603472,"73420 Drumettaz-Clarafond, France",3000
5.9221177,49.5095817,"Belvaux, Sanem, Luxembourg",315365.2
5.922476,59.0647761,"Tau, Norway",46200
5.928,43.124228,"Toulon, France",1989722.67
5.9304413,50.3940981,"Stavelot, Belgium",80000
5.942357,45.867137,"74150 Rumilly, France",157202
5.9507431,51.7265999,"6596 Milsbeek, Netherlands",612961
5.9566657,51.6452689,"5831 Boxmeer, Netherlands",704437
5.9646572,51.0832719,"6105 Maria-Hoop, Netherlands",111829.2
5.9699231,52.211157,"Apeldoorn, Netherlands",2135147.37
5.970934,45.799902,"74540 Saint-Félix, France",1361533
5.9721395,60.2175707,"Omastranda, Norway",324325.34
5.9736992,51.5256257,"Venray, Netherlands",47600
5.9776939,51.994333,"Velp, Netherlands",50670
5.9787141,51.6209888,"5827 Vortum-Mullem, Netherlands",2e+05
5.9793394,50.0678912,"Lentzweiler, Luxembourg",108600
5.9794342,51.3288575,"5981 Panningen, Netherlands",695908
5.9794988,50.8881742,"Heerlen, Netherlands",523047.4
5.9860925,49.5008805,"Esch-sur-Alzette, Luxembourg",2846272.91
5.9877715,51.1913202,"Roermond, Netherlands",73196.52
5.9885244,45.642791,"73230 Les Déserts, France",134490.6
5.9914692,53.238471,"9269 Feanwâlden, Netherlands",99754.3
5.9915548,61.9062629,"Nordfjordeid, Norway",206820
5.9958692,52.8765518,"Wolvega, Netherlands",22320
5.9998032,58.4514216,"Egersund, Norway",263243.25
6.0013782,46.1696093,"Avully, Switzerland",237755.77
6.0024829,53.1776214,"9262 Sumar, Netherlands",25075
6.005914,47.308406,"Châtillon-le-Duc, France",193797
6.00845,49.52744,"Foetz, Luxembourg",223209
6.017199,43.128777,"La Garde, France",100200
6.0179496,51.9474576,"Duiven, Netherlands",157840
6.019789,47.335673,"70190 Voray-sur-l'Ognon, France",1259050
6.0211741,49.6294233,"Mamer, Luxembourg",174540
6.0229257,51.4342209,"5963 Hegelsom, Netherlands",209808.84
6.0240539,47.237829,"25000 Besançon, France",5517604.81
6.02513,46.2437479,"01630 Saint-Genis-Pouilly, France",1007687.54
6.0279594,52.0057368,"6991 Rheden, Netherlands",289187
6.0287332,62.3717009,"Hareid, Norway",587462.7
6.0332425,46.215764,"Satigny, Switzerland",74988
6.0337111,50.6292029,"Eupen, Belgium",148950
6.03928,45.890053,"Chavanod, France",403786.4
6.049638,52.3909176,"8181 Heerde, Netherlands",140088
6.0510573,49.6082663,"Bertrange, Luxembourg",936045.04
6.0578061,49.5658269,"Leudelange, Luxembourg",450291
6.0586373,53.0925814,"Drachten, Netherlands",530147
6.0600069,52.1031259,"6961 Eerbeek, Netherlands",340307
6.063557,45.921423,"74330 Poisy, France",78482.56
6.066097,45.482405,"73800 Sainte-Hélène-du-Lac, France",651378.5
6.0707844,51.9937389,"6987 Giesbeek, Netherlands",775987
6.070988,46.2283204,"Meyrin, Switzerland",2855755.82
6.0721299,49.6643798,"Kopstal, Luxembourg",1187679.5
6.0757442,61.2200648,"Hoyanger, Norway",46096
6.0769590000000004,51.9294445,"Zevenaar, Netherlands",141874
6.0830219,52.5167747,"Zwolle, Netherlands",1121798.1
6.0834561,50.6921704,"Eynatten, 4731 Raeren, Belgium",83100
6.0838868,50.7753455,"Aachen, Germany",85021763.48
6.0874534,52.0317786,"6955 Ellecom, Netherlands",110833
6.0893526,52.3773778,"8194 Veessen, Netherlands",149388.25
6.0896118,50.0121135,"Hosingen, Luxembourg",141668
6.091241,50.8649918,"52134 Herzogenrath, Germany",5615276.68
6.0955819,52.0527254,"Dieren, Netherlands",157451
6.099528,49.8046078,"Colmar-Berg, Luxembourg",1396580
6.1002345,46.183541,"Onex, Switzerland",938247
6.100822,48.457127,"Forcelles-Saint-Gorgon, France",245525.3
6.1040385,46.2265356,"Cointrin, 1216, Switzerland",822488.44
6.1052686,46.2122638,"Vernier, Switzerland",53287.8
6.106677,45.907737,"74960 Cran-Gevrier, France",721981
6.1145793,46.1668075,"Plan-les-Ouates, Switzerland",8478104.75
6.1180686,52.7868939,"Steenwijk, Netherlands",175303
6.118282,49.321374,"Florange, France",497551.5
6.1183729,51.0600381,"52525 Heinsberg, Germany",754834
6.1231633,46.2331904,"Grand-Saconnex, Switzerland",2390134.22
6.1233726,46.1781048,"Grand Lancy, 1212, Switzerland",306624.25
6.129384,45.899247,"Annecy, France",748908.8
6.12954,51.786726,"Kleve, Germany",508062.31
6.130956,46.135197,"74160 Archamps, France",1322809
6.1319346,49.611621,"Luxembourg City, Luxembourg",23961029.9
6.1320672,50.8216502,"52146 Würselen, Germany",732500.5
6.1350152,52.387959,"8131 Wijhe, Netherlands",401318
6.1373536,51.3437209,"Tegelen, Netherlands",48600
6.1378539,46.1829674,"1227 Carouge, Switzerland",248780
6.139093,45.944649,"74370 Argonay, France",51360
6.1431577,46.2043907,"Geneva, Switzerland",246056625.82
6.14426,49.67248,"Heisdorf, Luxembourg",150780
6.149482,62.4722284,"Alesund, Norway",2851146
6.152525,48.684256,"Laxou, France",51164.8
6.153422,49.6278694,"Kirchberg, Luxembourg City, Luxembourg",74828.06
6.153496,48.673218,"Villers-lès-Nancy, France",222900
6.154795,49.059828,"57155 Marly, France",85999.8
6.1552165,52.2660751,"Deventer, Netherlands",586239
6.1586521,62.4753722,"Nygata, 6002 Ålesund, Norway",49922.16
6.1595633,49.8671784,"Diekirch, Luxembourg",327920
6.164175,48.733402,"Champigneulles, France",1095823.6
6.1657813,46.2876938,"1290 Versoix, Switzerland",60560
6.1690577,60.3006982,"Tørvikbygd, Norway",117542
6.1696691,51.4482863,"5943 Lomm, Netherlands",44135
6.1722997,59.2329017,"Hjelmeland, Norway",127252
6.1724031,51.3703748,"Venlo, Netherlands",1404229.6
6.17376,48.661118,"Vandœuvre-lès-Nancy, France",1571711.8
6.1757156,49.1193089,"Metz, France",135668
6.1841469,58.8327772,"Dirdal, Norway",512938
6.184417,48.692054,"Nancy, France",6287204.37
6.1851258,46.1983939,"Chêne-Bougeries, Switzerland",502999.2
6.1891663,62.4374538,"Langevåg, Norway",4792.2
6.1960584,52.142736,"Zutphen, Netherlands",1441474.11
6.1968442,51.6266679,"Weeze, Germany",435037
6.2002932,50.6460743,"52159 Roetgen, Germany",93063
6.2119,46.58202,"Le Brassus, 1348 Le Chenit, Switzerland",41490
6.216001,45.5325119,"73390 Chamoux-sur-Gelon, France",157950
6.2226357,51.0532772,"Hückelhoven, Germany",107201
6.231328,43.563768,"Salernes, France",1724.8
6.2317139,46.2105553,"Puplinge, Switzerland",9000
6.2347852,46.3832683,"Nyon, Switzerland",30000
6.235976,44.092193,"Digne, France",43335
6.2426261,50.5563349,"52156 Monschau, Germany",204247
6.2587463,49.6510089,"Niederanven, Luxembourg",51508
6.2638037,50.5721671,"Imgenbroich, 52156 Monschau, Germany",382222.15
6.2698809,46.4203001,"Gland, Switzerland",1198014.07
6.270062,49.0423339,"Mécleuves, France",765931.87
6.2721001,51.3262794,"41334 Nettetal, Germany",197400.72
6.2748043,50.6320515,"Lammersdorf, 52152 Simmerath, Germany",116645
6.276649,51.2121378,"Schwalmtal, Germany",467901
6.2871221,50.8948824,"Aldenhoven, Germany",129885.6
6.293253,48.372278,"88130 Charmes, France",100179.6
6.315907,51.0784539,"41812 Erkelenz, Germany",160202
6.3257902,51.5204439,"47608 Geldern, Germany",119113
6.3339687,46.5373765,"1145 Bière, Switzerland",153000
6.3397549,46.4612971,"Rolle, Switzerland",453053
6.3511727,49.6879959,"Betzdorf, Luxembourg",867596
6.3590951,53.1714774,"9356 Tolbert, Netherlands",41387.6
6.3623453,50.8158011,"52379 Langerwehe, Germany",171611.9
6.3639119,50.9224226,"52428 Jülich, Germany",51431395.84
6.3658171,52.8353557,"7991 Dwingeloo, Netherlands",20216675.31
6.38494,52.3489095,"7448 Haarle, Netherlands",13389
6.3918325,46.4953291,"Aubonne, Switzerland",2562129.75
6.39374,49.73218,"Berbourg, Luxembourg",247820
6.3965235,51.2554987,"Viersen, Germany",590519.69
6.4155986,52.1614115,"Lochem, Netherlands",79200
6.4175635,49.8114133,"Echternach, Luxembourg",478100
6.4222585,52.282724,"7451 Holten, Netherlands",52665.6
6.4258818,52.6743159,"7921 Zuidwolde, Netherlands",452961.06
6.435393,50.4909978,"53940 Hellenthal, Germany",43000
6.4428041,51.1804572,"Mönchengladbach, Germany",186887.96
6.449403,48.172402,"88000 Épinal, France",284098.2
6.4548904,52.081603,"7261 Ruurlo, Netherlands",144672
6.4627523,52.3638863,"Nijverdal, Netherlands",1722901.44
6.477635,46.373565,"74200 Thonon-les-Bains, France",134600
6.481105,50.8029513,"Düren, Germany",174000
6.4894836,50.7458197,"52372 Kreuzau, Germany",232966.05
6.4901002,52.7286158,"Hoogeveen, Netherlands",857830.6
6.49116,46.067151,"74130 Vougy, France",198291
6.4942602,52.4643982,"7683 Den Ham, Netherlands",323542
6.4959468,51.8661469,"7091 Dinxperlo, Netherlands",174900
6.5059783,52.1227189,"7271 PA Borculo, Netherlands",326309
6.50693,45.5027789,"73260 Aigueblanche, France",27615
6.507137,48.820138,"57170 Château-Salins, France",137695.25
6.5144048,51.1894661,"Korschenbroich, Germany",185000
6.5144886,52.8157994,"9418 Wijster, Netherlands",21235
6.5213493,52.3081686,"Rijssen, Netherlands",450382
6.5252682,46.5175835,"Préverenges, Switzerland",240205
6.529187,48.573239,"54300 Moncel-lès-Lunéville, France",11020
6.5321277,51.4957751,"Kamp-Lintfort, Germany",2172462.56
6.5323588,46.7293301,"1350 Orbe, Switzerland",474158.93
6.5418995,46.5352022,"Échandens, Switzerland",2532464.8
6.5442659,51.2654601,"47877 Willich, Germany",585570.83
6.5518521,58.4567377,"Moi, Norway",81447.24
6.5581951,46.510114,"Saint-Sulpice, Switzerland",1937392.62
6.5615252,46.5296363,"Ecublens, Switzerland",482989.9
6.5635713,53.1468755,"9765 Paterswolde, Netherlands",812346.19
6.5642284,52.992753,"Assen, Netherlands",318896.45
6.5657522,52.456752,"7681 Vroomshoop, Netherlands",162183
6.5665018,53.2193835,"Groningen, Netherlands",122902706.3
6.5749696,46.5316376,"Chavannes-près-Renens, Switzerland",281134
6.5770662,46.6419446,"Oulens-sous-Échallens, Switzerland",315958
6.580582,46.06039,"74300 Cluses, France",273295
6.5853417,51.3387609,"Krefeld, Germany",745540
6.5872492,52.2370207,"Goor, Netherlands",908400
6.59137,46.53381,"Renens, Switzerland",190236.2
6.59535,49.048666,"57380 Faulquemont, France",98100
6.6052401,46.5346449,"1008 Prilly, Switzerland",498590
6.6052429,53.1718265,"Haren, Netherlands",102196.4
6.6074931,51.1947634,"Büttgen, 41564 Kaarst, Germany",114693.31
6.6120529,46.7917884,"Montagny-près-Yverdon, Switzerland",491808
6.6279607,50.4918882,"53947 Nettersheim, Germany",98463
6.6295679,51.6643079,"Wesel, Germany",92040
6.6305569,45.936661,"74700 Sallanches, France",487120
6.6322734,46.5196535,"Lausanne, Switzerland",295045401.26
6.634755,47.119184,"25500 Le Bélieu, France",244442.11
6.6371433,49.749992,"Trier, Germany",2865728.7
6.641183,46.7784736,"1400 Yverdon-les-Bains, Switzerland",5180318
6.6457678,46.8092091,"Grandson, Switzerland",25600
6.6555022,50.9451945,"Bergheim, Germany",194624
6.655654,46.234581,"74430 Saint-Jean-d'Aulps, France",198909.16
6.6654949,46.5092681,"Pully, Switzerland",959550
6.665832,46.4024969,"74500 Lugrin, France",163495.19
6.6684919,52.3670267,"Almelo, Netherlands",974728.75
6.674114,52.6112646,"7783 Gramsbergen, Netherlands",29890
6.674199,46.5488573,"Épalinges, Switzerland",678822.86
6.6827638,46.5088803,"Lutry, Switzerland",528488
6.6867075,53.1841159,"9608 Westerbroek, Netherlands",134400
6.6879511,51.2041968,"Neuss, Germany",1866272.53
6.6883728,50.8747592,"Kerpen, Germany",360408.03
6.7006131,49.2391691,"66802 Überherrn, Germany",233500
6.71757,48.810313,"57260 Dieuze, France",311812
6.720509,51.9713139,"Winterswijk, Netherlands",184625
6.722136,44.930787,"05100 Montgenèvre, France",3603069.97
6.738029,48.449081,"54120 Baccarat, France",232812
6.7522865,49.3134606,"Saarlouis, Germany",254614.4
6.7537258,52.3002366,"Borne, Netherlands",117451.1
6.7563197,53.1634743,"Hoogezand, Netherlands",217380
6.7623293,51.4344079,"Duisburg, Germany",6364445.76
6.76837,43.42519,"83700 Saint-Raphaël, France",126074
6.7734556,51.2277411,"Düsseldorf, Germany",30681181.99
6.7774607,50.7948075,"50374 Erftstadt, Germany",82104
6.7853193,53.2821234,"9625 Overschild, Netherlands",405620
6.7927725,52.2574121,"Hengelo, Netherlands",4735656.73
6.7996172,47.0393833,"La Sagne, Switzerland",314813
6.8151887,46.9307449,"Bevaix, Switzerland",529700
6.8218908,49.3056059,"Schwalbach, Germany",150000
6.8289112,51.0936851,"Dormagen, Germany",2420523.72
6.8327838,47.1034892,"La Chaux-de-Fonds, Switzerland",497366.4
6.8401844,51.2964148,"Ratingen, Germany",1386272.8
6.8419192,46.4628333,"Vevey, Switzerland",126000
6.8478409,46.9542921,"Boudry, Switzerland",426792.94
6.8544218,53.3206783,"Appingedam, Netherlands",120820.58
6.8588948,49.2556226,"66333 Völklingen, Germany",220020
6.862954,47.5070089,"25460 Étupes, France",853792.8
6.8637765,51.4963341,"Oberhausen, Germany",129087
6.868955,47.589013,"90400 Sevenans, France",2034465.4
6.8723478,46.98504,"Corcelles-Cormondrèche, Switzerland",405830
6.8727911,47.0737682,"La Vue-des-Alpes, 2052 Fontaines, Switzerland",347480.4
6.8845226,51.4185682,"Mülheim, Germany",13372327.63
6.8881425,50.8805932,"Hürth, Germany",3717095.5
6.8908413,46.9880679,"Peseux, Switzerland",299109
6.8936619,52.2215372,"Enschede, Netherlands",73399180.24
6.8945753,51.0891756,"Monheim am Rhein, Germany",621217.72
6.8946536,46.4647104,"1807 Blonay, Switzerland",169720
6.896047,46.451924,"Chailly-Montreux, 1815 Montreux, Switzerland",358919.5
6.897314,52.4076329,"7631 Ootmarsum, Netherlands",64292.4
6.8975851,52.7858037,"Emmen, Netherlands",467630
6.90262,46.3103435,"Vionnaz, Switzerland",236748
6.9073473,51.2213125,"40699 Erkrath, Germany",585852
6.9268283,52.3116551,"Oldenzaal, Netherlands",2353038.14
6.92796,53.3230048,"9936 Farmsum, Netherlands",198500
6.9292732,46.9899874,"Neuchâtel, Switzerland",28144785.58
6.9352253,51.1678567,"Hilden, Germany",2231331
6.9424091,62.3091141,"Stranda, Norway",114654
6.9446888,51.529086,"Bottrop, Germany",628369.88
6.946053,49.167286,"57460 Behren-lès-Forbach, France",174600
6.9462217,52.9919853,"Stadskanaal, Netherlands",183500
6.9469598,46.2521873,"Monthey, Switzerland",2439425.85
6.9477005,50.625307,"Rheinbach, Germany",321344.09
6.947767,48.2874679,"88100 Saint-Dié-des-Vosges, France",237084
6.9512663,51.1191898,"Langenfeld, Germany",725997.77
6.9602786,50.937531,"Cologne, Germany",200536783.21
6.961234,46.7209743,"1690 Villaz-Saint-Pierre, Switzerland",479854.11
6.9642606,51.6559681,"Dorsten, Germany",22200
6.9655959,51.3273148,"Heiligenhaus, Germany",106400.36
6.9676921,46.9133633,"Delley, 1567, Switzerland",337255.8
6.9723944,53.1763506,"9679 Scheemda, Netherlands",162469.04
6.9725385,50.8255624,"50389 Wesseling, Germany",208466.4
6.9740265,51.2506663,"Mettmann, Germany",454410.8
6.9853921,51.5706624,"Gladbeck, Germany",166584.8
6.9877005,51.8943629,"Velen, Germany",162704
6.9969327,49.2401572,"Saarbrücken, Germany",37132739.16
7.0015896,47.0091808,"Marin-Epagnier, Switzerland",433159
7.0031738,51.9529389,"Gescher, Germany",304033
7.0057853,52.2628522,"Losser, Netherlands",109751.58
7.0064744,53.1032425,"9665 Oude Pekela, Netherlands",16800
7.006491,43.6023319,"06250 Mougins, France",571124
7.0065575,51.1923262,"Haan, Germany",268889
7.009186,43.64152,"Valbonne, France",9843995.09
7.0096126,51.102509,"Leichlingen, Germany",1225871.54
7.0115552,51.4556432,"Essen, Germany",36348954.48
7.0192196,51.0459248,"Leverkusen, Germany",12072332.32
7.0289361,52.1841199,"48599 Gronau, Germany",131899
7.0319507,50.6258878,"53340 Meckenheim, Germany",150000
7.0339308,49.3460116,"Göttelborn, 66287 Quierschied, Germany",26100
7.0349608,51.280284,"Wülfrath, Germany",96000
7.0426775,51.3370703,"Velbert, Germany",304872
7.0481006,49.3247624,"Quierschied, Germany",326105
7.04872,46.083,"Martigny-Croix, 1921 Martigny-Combe, Switzerland",149940
7.050374,47.0281883,"Gals, Switzerland",2329900
7.055041,43.577244,"06220 Vallauris, France",2537873
7.0552218,43.6163539,"Sophia Antipolis, France",4208141.1
7.0577268,46.6154512,"Bulle, Switzerland",224960
7.0621814,49.3022275,"Sulzbach, Germany",318607
7.0626677,49.9197888,"Bernkastel-Kues, Germany",761400.72
7.0755334,46.1049798,"Martigny, Switzerland",2657013.87
7.0831408,51.1702072,"Solingen, Germany",273590
7.0857172,51.517744,"Gelsenkirchen, Germany",2630498.53
7.09808,43.626851,"Biot, France",5123963.34
7.0982068,50.73743,"Bonn, Germany",93778144.69
7.0998217,61.2310699,"Sogndal, Norway",434284
7.1041753,46.7205552,"Rossens, Switzerland",521982
7.1060218,51.6591234,"Marl, Germany",100690
7.1105932,51.085636,"Burscheid, Germany",624870.5
7.111429,46.9079196,"Courgevaux, Switzerland",135758
7.1117033,43.7223216,"Vence, France",93688
7.1118995,49.2774456,"66386 Sankt Ingbert, Germany",2254650.86
7.1197177,50.541815,"Bad Neuenahr-Ahrweiler, Germany",939144.04
7.120184,46.9292211,"Murten, Switzerland",365356
7.122337,43.6578919,"06270 Villeneuve-Loubet, France",123940.75
7.1237822,46.7931801,"1752 Villars-sur-Glâne, Switzerland",542610.5
7.125102,43.580418,"Antibes, France",561575
7.1286213,50.9923091,"Bergisch Gladbach, Germany",8917622.37
7.1430246,50.8177471,"Troisdorf, Germany",150613.2
7.1507636,51.2562128,"Wuppertal, Germany",12411457.98
7.1509438,46.8222963,"Granges-Paccot, Switzerland",807227.5
7.1567605,46.7782221,"1723 Marly, Switzerland",32124
7.16026,48.126275,"Orbey, France",584455
7.1607306,62.7372352,"Molde, Norway",180762
7.1619719,46.8064773,"Fribourg, Switzerland",9003637.44
7.1631611,49.6512438,"55765 Birkenfeld, Germany",140900
7.1675831,51.9382944,"48653 Coesfeld, Germany",35730
7.1690625,49.4677707,"Sankt Wendel, Germany",31200
7.1829794,51.7446414,"45721 Haltern am See, Germany",774719
7.1861849,50.6920038,"53639 Königswinter, Germany",413874.53
7.18712,43.792389,"Carros, France",565024.6
7.1875786,50.7694775,"53757 Sankt Augustin, Germany",588080.18
7.1896962,51.1787418,"Remscheid, Germany",4407524.49
7.189811,43.673417,"St-Laurent-du-Var, France",214248.05
7.1911567,51.4018117,"Hattingen, Germany",539651.8
7.1954365,46.97489,"Kerzers, Switzerland",217500
7.2047156,47.3345052,"Glovelier, Switzerland",138250
7.2060095,53.3594029,"Emden, Germany",955898.6
7.2074514,50.7998473,"53721 Siegburg, Germany",32000
7.209336,47.911586,"68500 Guebwiller, France",322204.75
7.2162363,51.4818445,"Bochum, Germany",22431783.09
7.2181088,46.7900124,"St Ursen, Switzerland",719428.87
7.2254549,52.3225661,"48465 Schüttorf, Germany",79863.5
7.2286449,50.6216967,"Rheinbreitbach, Germany",359360
7.2314065,49.2848014,"66459 Kirkel, Germany",231215.77
7.2385533,50.5732804,"53424 Remagen, Germany",134760
7.2467909,47.1367785,"Biel/Bienne, Switzerland",1793967
7.2469129,51.3639672,"Sprockhövel, Germany",33300
7.2619532,43.7101728,"Nice, France",8329002.3
7.264023,48.13889,"68240 Kaysersberg, France",79800
7.2717158,52.6017948,"Geeste, Germany",123000
7.2752943,47.1209964,"Brügg, 2555 Brügg, Switzerland",485455
7.281793,47.760549,"Lutterbach, France",3e+05
7.2834926,51.8316451,"48249 Dülmen, Germany",405623.68
7.2910837,49.5591274,"Klein Paris, 55777 Eckersweiler, Germany",129250.2
7.299417,47.957064,"68250 Rouffach, France",438500
7.3071512,49.714528,"Idar-Oberstein, Germany",2033151
7.3078967,52.080888,"Horstmar, Germany",495493
7.3245241,49.328762,"Saarstraße, 66424 Homburg, Germany",18240
7.3306676,44.8845906,"10064 Pinerolo, Metropolitan City of Turin, Italy",643755
7.3348301,51.6461362,"Datteln, Germany",68091
7.335888,47.750839,"Mulhouse, France",1039376
7.338332,51.3221284,"58285 Gevelsberg, Germany",172500
7.339439,47.81077,"68270 Wittenheim, France",1170680
7.3451555,47.365837,"Delémont, Switzerland",4777632.78
7.353197,51.4438926,"Witten, Germany",2608849
7.3590901,51.2015995,"42477 Radevormwald, Germany",261520
7.360626,46.2331221,"Sion, Switzerland",62760
7.3634022,49.2450528,"66482 Zweibrücken, Germany",631190.5
7.3692807,47.18076,"2543 Lengnau, Switzerland",337641.4
7.3722945,44.6785095,"12030 Envie CN, Italy",26031.6
7.3732655,6.8429422,"Nsukka, Nigeria",59000
7.3914998,51.3860225,"58300 Wetter, Germany",340979
7.3958907,47.1922876,"Grenchen, Switzerland",491864
7.398574,9.0764785,"Abuja, Nigeria",228491.48
7.416668,46.933331,"3097 Liebefeld, Switzerland",71500
7.41962,48.113921,"68320 Holtzwihr, France",42036
7.420816,43.737411,"Monaco-Ville, Monaco",626876.84
7.4232678,53.0726142,"Papenburg, Germany",4137735.06
7.4241066,47.2026836,"2544 Bettlach, Switzerland",762687
7.4296904,45.0516815,"10090 Reano TO, Italy",976796
7.4366095,45.0663909,"10090 Buttigliera Alta TO, Italy",1733025.49
7.4434092,52.2815691,"Rheine, Germany",429950
7.4465617,51.768214,"Lüdinghausen, Germany",29720
7.4474468,46.9479739,"Bern, Switzerland",80215891.41
7.4513399,46.9982563,"3052 Zollikofen, Switzerland",616568.75
7.4533303,58.0276808,"Mandal, Norway",149710
7.4608937,49.7896631,"55606 Kirn, Germany",217000
7.4632841,51.3670777,"Hagen, Germany",255269
7.4651852,46.9773311,"Worblaufen, 3048, Switzerland",195152.92
7.4652981,51.5135872,"Dortmund, Germany",33092365.27
7.4672997,45.044631,"10090 Villarbasse TO, Italy",83741
7.4681995,44.9898305,"10045 Piossasco, Metropolitan City of Turin, Italy",319310
7.4699315,52.0468114,"48341 Altenberge, Germany",109712.8
7.472479,48.102236,"68320 Muntzenheim, France",742523.94
7.4818936,46.9761433,"Ittigen, Switzerland",262541
7.4826357,51.8587626,"48308 Senden, Germany",159300
7.4909549,46.8589438,"Toffen, Switzerland",94122
7.4922407,5.5249526,"Umuahia, Nigeria",15000
7.4952241,50.3873733,"56218 Mülheim-Kärlich, Germany",1242509.6
7.499215,51.1886251,"58553 Halver, Germany",191125
7.5020252,47.5372246,"4124 Schönenbuch, Switzerland",1118044
7.5035817,44.8603373,"10060 Cercenasco TO, Italy",408004
7.51048,46.93262,"Gümligen, 3073, Switzerland",2439931.73
7.5107776,45.0272801,"10040 Rivalta di Torino, Metropolitan City of Turin, Italy",5228996.28
7.513821,45.0710902,"10098 Rivoli, Metropolitan City of Turin, Italy",959723.94
7.521625,47.575824,"Hésingue, France",386224.5
7.5226262,47.4859888,"4108 Witterswil, Switzerland",160833
7.523704,45.0929488,"10091 Alpignano, Metropolitan City of Turin, Italy",164408
7.5285074,51.6104829,"Lünen, Germany",1003199
7.531058,52.1681893,"Emsdetten, Germany",188974
7.532291,47.2088348,"4500 Solothurn, Switzerland",189200
7.5335362,46.2941311,"Sierre, Switzerland",85000
7.5353625,45.0057265,"10043 Orbassano, Metropolitan City of Turin, Italy",46794684.75
7.5426711,44.3844766,"12100 Cuneo, Province of Cuneo, Italy",199244.8
7.5433615,47.5528925,"4123 Allschwil, Switzerland",701182
7.5438767,47.4078254,"Breitenbach, Switzerland",547824
7.543985,48.163894,"67390 Marckolsheim, France",548669
7.5463885,6.4583661,"Enugu, Nigeria",264683
7.5588034,47.1281667,"3427 Utzenstorf, Switzerland",153020
7.5591687,47.8140501,"Neuenburg am Rhein, Germany",74139
7.563934,47.5859949,"Saint-Louis, France",1033655
7.566241,45.0787054,"10093 Collegno, Metropolitan City of Turin, Italy",1466204.88
7.569283,51.0266668,"Gummersbach, Germany",188994
7.57085,47.54844,"Mariasteinstrasse, 4054 Basel, Switzerland",65270
7.5709878,47.5378697,"Binningen, Switzerland",182098
7.5723451,47.5233885,"Bottmingen, Switzerland",405662
7.5765427,45.1346452,"10040 Druento TO, Italy",132190.5
7.5771823,47.7558933,"79418 Schliengen, Germany",38040
7.5789103,45.0660632,"10095 Grugliasco, Metropolitan City of Turin, Italy",3202424.92
7.581459,47.593723,"Huningue, France",2380056
7.582149,45.0215757,"10092 Beinasco, Metropolitan City of Turin, Italy",4800
7.5885761,47.5595986,"Basel, Switzerland",115681623.46
7.5889959,50.3569429,"Koblenz, Germany",3678631.46
7.5894365,47.4906819,"4153 Reinach, Switzerland",1126160.28
7.5903122,50.1492931,"Dörth, Germany",202479
7.5909732,47.78808,"79424 Auggen, Germany",238190
7.5980009,50.5452397,"Dernbach, Germany",82963
7.5988644,51.130264,"Kierspe, Germany",63028
7.6002161,49.201555,"Pirmasens, Germany",120490
7.60054,44.9591717,"10060 Candiolo TO, Italy",70801
7.6109991,44.9322483,"10040 Piobesi Torinese TO, Italy",188928.8
7.613152,48.559394,"Hangenbieten, France",410116.3
7.6140497,47.195658,"Subingen, Switzerland",446776
7.6150661,47.5226485,"Münchenstein, Switzerland",419736
7.6166622,51.7896802,"Ascheberg, Germany",1187010
7.6173527,44.3288941,"12016 Peveragno CN, Italy",201050
7.6180353,47.8091623,"Müllheim, Germany",67640
7.6198121,47.5934368,"Weil am Rhein, Germany",373865
7.6219704,50.3972264,"56179 Vallendar, Germany",84640
7.623,46.723,"3645 Gwatt, Switzerland",589300.2
7.6244373,47.631386,"Binzen, Germany",426320
7.6261347,51.9606649,"Münster, Germany",52210844.99
7.6272499,47.5516505,"4127 Birsfelden, Switzerland",154710
7.6279881,46.7579868,"Thun, Switzerland",906492.86
7.6310474,45.1301582,"10078 Venaria, Metropolitan City of Turin, Italy",543650
7.63126,51.2191038,"Lüdenscheid, Germany",977531.31
7.638022,46.9067025,"3506 Grosshöchstetten, Switzerland",762267
7.6429742,51.6158082,"59192 Bergkamen, Germany",836640
7.6446262,50.9287367,"Brüchermühle, 51580 Reichshof, Germany",176860
7.646887,46.5897805,"Frutigen, Switzerland",52779
7.6476369,47.5279292,"Muttenz, Switzerland",558164.8
7.649017,63.07963,"Averoy, Norway",88228.4
7.649516,48.560479,"Holtzheim, France",655550
7.655573,45.0021286,"10042 Nichelino, Metropolitan City of Turin, Italy",254000
7.6575696,45.3703103,"10087 Valperga, Metropolitan City of Turin, Italy",278772
7.6580881,47.5523554,"Grenzach-Wyhlen, Germany",138250
7.6624635,44.6470327,"12038 Savigliano, Province of Cuneo, Italy",479777
7.662744,50.9491612,"51580 Reichshof, Germany",467600
7.66326,48.42353,"67150 Erstein, France",186060
7.6693082,50.4347311,"Höhr-Grenzhausen, Germany",308821.2
7.6709248,47.6169191,"Lörrach, Germany",268000
7.6802878,44.9983525,"10024 Moncalieri, Metropolitan City of Turin, Italy",1708770
7.6853114,51.5426349,"Unna, Germany",150094
7.6868565,45.070312,"Turin, Italy",106104266.42
7.68722,62.5674461,"Åndalsnes, Norway",389235.13
7.688243,48.57924,"Eckbolsheim, France",139741.25
7.6920962,45.3557642,"10080 Salassa TO, Italy",232744.92
7.6942785,47.1858406,"3362 Niederönz, Switzerland",96586
7.7001376,48.142632,"Endingen am Kaiserstuhl, Germany",3e+05
7.7003244,47.9160569,"Bad Krozingen, Germany",121200
